-;-;-;-;kg N/ha/a;kg N/ha/a;-;-;kg N/ha/a;kg N/ha/a;-;-;-;-;-;-;-;-
0.32601866;0.87817246;5.6891327;1.7046746;39.41407;31.709925;13.9215355;17.86215;80.71532;64.827385;85.8403;4.560235;0.20545642;1.8938301;1.8331133;1.4942716;1.7027334;3.7697825
0.36465582;0.6115787;8.445554;9.103153;90.64417;94.88498;2.5427997;5.2734065;42.757698;25.040031;23.432436;92.795746;0.29171962;0.9439316;1.8899035;0.22903284;1.5350397;3.489873
0.9805888;0.6319402;16.898447;12.790253;50.814976;83.31255;11.027824;7.533532;63.683987;3.890552;8.881239;23.341175;0.35045716;1.471921;1.5548681;2.9276357;1.2629347;4.834829
0.37496337;0.4694884;10.375194;7.458025;85.065216;88.13711;7.3489404;18.330603;44.42581;17.810411;22.37038;61.59709;0.35119367;1.584461;1.0586687;2.5284014;1.8235509;2.9351964
0.61260456;0.39077055;3.6023028;7.0404058;81.42937;71.571396;11.43767;14.237311;23.441408;32.81883;79.75588;21.317553;0.2930616;1.4612;1.5494924;2.2458844;1.6454959;1.1303593
0.9489415;0.8041856;5.8710504;15.225141;10.566558;65.67146;2.3925736;1.25796;8.80118;77.35889;56.751476;3.5709867;0.450985;1.0167805;1.082354;1.9729111;1.3290479;2.9487097
0.9817542;0.87942755;9.880179;18.410212;87.24148;89.96036;10.502641;8.801484;98.80634;71.62244;64.7468;85.10301;0.1944741;0.39193618;1.6552361;1.6570125;1.4007908;4.453922
0.38908836;0.45699582;1.7460207;11.214938;17.079826;54.248383;10.665947;3.3052287;26.212793;52.804474;75.831154;25.86479;0.22627129;0.89132845;1.2202486;2.7947254;1.0177381;4.9529486
0.23929411;0.41905534;12.988944;19.015985;81.57216;91.680336;17.02856;5.4772625;45.65416;4.1929245;21.160957;90.86358;0.29280463;0.19658966;1.4493737;1.982721;1.223003;4.2423983
0.32288146;0.4142334;1.481116;2.9242952;75.80129;42.10407;2.0657132;15.584383;57.531223;12.635565;68.51395;33.478863;0.27997443;1.2691534;1.5682926;2.787584;1.8151554;4.0226455
0.25066277;0.24047634;15.8365555;5.321937;73.9804;60.163876;3.3418794;2.6618645;78.263504;92.87665;17.385204;5.3488216;0.3416169;1.8825318;1.8959349;1.5328511;1.9408051;3.6319034
0.3560994;0.42486003;14.943168;2.666527;92.16678;47.695873;19.623688;7.3093605;28.11752;72.17834;55.72868;88.56752;0.18419434;0.78500044;1.021759;2.1435037;1.6119912;1.1264004
0.6548558;0.22052073;17.44336;9.275151;60.455376;2.8856974;10.257969;4.019202;76.9379;91.528465;13.612709;52.00675;0.19637077;0.66645396;1.2608687;0.2522297;1.1404738;2.5971544
0.92995906;0.8307261;3.996542;12.907579;34.52183;20.696936;14.497706;15.605309;13.392403;54.456448;25.018661;64.87695;0.35972545;0.5346849;1.1149055;1.6301544;1.7155969;4.5467734
0.6297751;0.40474147;12.449119;4.8089666;59.72605;92.8582;6.541878;8.378236;81.92739;6.4799905;60.111862;80.83561;0.48045218;0.4856738;1.7088437;2.4177217;1.5155038;4.5690727
0.70079166;0.75212413;15.839524;9.522235;69.91676;60.211926;12.972109;10.16018;90.48194;78.33376;95.12579;49.330044;0.3949182;0.28863272;1.5182503;1.5201179;1.3594788;4.8099575
0.3614938;0.6345507;10.799227;14.003497;37.097355;5.6102433;9.042278;3.5790842;90.420944;98.98209;38.677223;27.773476;0.38304913;1.5793655;1.3633983;2.668084;1.566778;1.5101066
0.8404669;0.8699709;3.4852822;13.150258;26.175306;96.75535;16.803577;18.245583;5.2307487;51.547585;64.20658;82.550766;0.27273571;1.155087;1.1668537;0.86292326;1.409354;4.328067
0.69423115;0.96830297;2.8795867;12.956357;49.4794;92.87204;9.248801;17.497797;50.30537;9.664338;85.18887;59.69905;0.18560256;1.6557413;1.8025634;2.274615;1.2334665;0.30521736
0.89130944;0.4938333;12.512051;12.514613;89.93238;71.48709;13.856987;15.990412;89.11026;64.284225;30.371897;69.46576;0.3689628;0.93822116;1.7155505;0.45790762;1.2784424;3.275938
0.9590745;0.27067265;10.454545;19.745596;63.416008;29.031752;7.312985;16.800102;79.47857;75.976585;86.76096;28.34446;0.41336238;1.2600485;1.1224271;0.6453427;1.1172509;1.9172796
0.47832063;0.7997166;18.661642;14.564508;89.82831;30.202677;4.8889894;19.91662;88.202;83.27609;68.81233;87.45498;0.2137796;0.5297333;1.4733382;0.14752574;1.5144106;4.7727823
0.27246323;0.21704186;16.842974;18.245787;48.03645;86.66005;5.1374073;11.242701;71.84454;75.41202;23.340826;50.25194;0.1324705;0.8543158;1.79537;2.9511678;1.2657944;1.1941303
0.38074318;0.37837067;14.751235;19.082874;94.752075;6.9991856;11.75155;17.491453;85.31771;97.917336;47.351406;68.56686;0.48449573;1.5335273;1.0707786;2.564821;1.6441058;1.7989976
0.55027324;0.24260053;19.665539;17.333899;79.364265;24.498707;10.327045;17.656628;6.944732;38.964035;80.58498;53.988224;0.46370578;0.25892192;1.6475508;0.72402513;1.3688823;0.4484484
0.95655495;0.9185187;14.197603;2.8081937;36.103745;17.473564;14.345337;10.118943;20.57643;74.310814;47.60337;7.950515;0.45736971;1.8056768;1.6381539;0.9092443;1.7794083;0.41933018
0.5026479;0.20423767;2.7548919;11.055646;45.37374;71.91658;17.116585;4.3560863;72.659256;72.47143;70.81566;45.129936;0.24638027;1.3752598;1.4643061;1.7481811;1.348194;1.3184888
0.81661856;0.59419376;2.4736965;8.248737;99.77913;38.79405;1.6999627;11.788786;81.573715;38.913578;27.205917;78.949394;0.28673905;1.0101391;1.5409237;2.380849;1.9244835;3.801844
0.6323814;0.5391993;16.501514;2.8443007;95.416336;91.6789;16.183493;15.913851;19.10633;89.35092;25.966438;87.6646;0.19481935;1.9968171;1.9690561;2.3727057;1.5513698;0.6791813
0.34624702;0.72219574;7.8533683;11.719971;41.613827;80.4884;17.341192;13.753201;80.66146;24.615786;79.31384;90.43581;0.37790513;1.3323534;1.9118422;0.7109049;1.5798175;2.7140877
0.45658728;0.43179527;18.561392;5.043666;83.52238;98.48114;14.507604;14.624721;23.615269;68.17133;44.77884;36.889538;0.48556235;0.7432772;1.3521241;2.4837964;1.511764;3.9072244
0.7225535;0.8989563;3.2467012;12.053007;91.0632;30.600895;13.912905;4.5747194;66.76878;41.223843;68.49936;23.847103;0.15260975;1.721679;1.4096197;0.110066116;1.8191243;1.5194982
0.73828274;0.7874766;4.776953;16.53039;25.923044;48.017582;18.834826;2.9843888;52.25541;28.691744;98.74069;11.144871;0.34478676;0.9782385;1.0385125;1.1012518;1.8898742;3.0741022
0.5478078;0.54583555;15.690183;8.4829235;52.243;66.3215;17.904564;6.839143;77.16216;12.2368355;99.198326;98.34491;0.2941693;1.6787711;1.3172746;1.7410872;1.3264065;2.819884
0.38291648;0.486421;17.102015;19.046743;75.95145;97.499626;7.9779115;11.298934;43.85546;1.7439803;48.742558;63.56479;0.11055695;0.46179527;1.2488635;2.3465583;1.5967672;4.2132998
0.7775254;0.8527106;17.47673;15.562902;8.609299;35.120197;13.22558;5.078001;21.106796;23.140463;56.797752;46.95245;0.2404133;0.83134437;1.984794;2.2314866;1.2655334;0.74434483
0.33509845;0.80564827;2.883646;16.281359;80.762726;33.357597;11.169581;4.656971;82.41617;72.13699;31.688683;71.905945;0.43964043;0.783605;1.8338569;0.4734183;1.7923746;0.5594464
0.94933575;0.5192;8.254244;3.1335363;21.89357;63.049084;3.0290227;19.72175;92.74492;47.543003;59.62353;17.898676;0.20673856;0.35258153;1.3144499;1.3625157;1.1068499;4.54425
0.35032287;0.4730975;13.281341;18.895588;48.41839;66.86254;5.371443;15.3548975;62.796257;76.67988;83.65198;60.25958;0.49514347;1.1937269;1.3222022;2.5147045;1.9375333;4.550315
0.2858499;0.2311104;18.457117;1.6560541;38.14518;19.705774;10.592803;7.838021;86.60353;97.04209;16.965431;67.1308;0.41743284;1.401153;1.6630949;2.408462;1.3182398;0.8663618
0.5981182;0.2653658;5.5412855;17.034008;74.27676;45.99294;9.591074;3.3339143;3.1792824;16.061537;7.876669;23.738401;0.20467147;0.46571824;1.4875503;0.7030281;1.6463935;1.3199105
0.6156397;0.24313477;12.406515;1.5633626;24.083292;38.359337;11.898611;3.8605428;54.989037;35.32885;43.143677;35.535896;0.15677346;1.662313;1.9650863;0.29181895;1.9491631;2.0101936
0.6065543;0.21953239;3.7268667;4.0866914;47.169434;42.691814;16.146057;8.539108;39.161324;21.439463;50.712532;2.4107385;0.18903443;1.2310997;1.0162126;0.14598592;1.001197;3.569892
0.549334;0.3222979;15.198296;6.9915566;27.29233;14.905752;16.267916;5.0075746;71.43565;58.979065;3.806852;87.71062;0.41941744;1.7726665;1.7324443;1.0269253;1.1476792;3.6614027
0.99585193;0.88571346;3.4229646;15.01745;6.42542;65.16635;6.1664467;1.4534397;33.543354;76.85814;36.72267;38.58929;0.19794846;1.4231962;1.608315;0.7713531;1.2290155;4.231091
0.5890245;0.83852744;19.999668;18.088987;84.50768;19.564852;6.043099;16.341314;2.3445568;22.194231;15.20888;37.32042;0.22467218;0.6380511;1.5932302;1.1200932;1.0744758;0.23422953
0.5823573;0.87645906;2.753071;13.663477;23.227478;3.5161598;12.695105;5.9480457;47.7872;80.11511;97.55732;39.208035;0.14974546;1.5564697;1.8450273;0.4078108;1.8363439;0.6174277
0.5374128;0.6990403;14.021406;14.827602;24.009298;50.102745;8.198166;17.352625;59.850975;4.8672724;62.010376;99.93485;0.38021916;0.4276891;1.8215458;1.2999455;1.6483985;2.7676795
0.25346062;0.69925046;15.763738;6.505684;5.6291265;4.8213034;19.239431;18.878876;68.10647;65.20484;64.273506;53.279594;0.2888382;0.46564633;1.2106966;0.15736264;1.4257288;3.788309
0.6743653;0.2991454;5.901806;19.532154;50.76698;66.9421;13.05381;10.193396;83.45975;84.9102;2.060077;52.983166;0.3958065;1.4831593;1.819676;0.10032309;1.1815298;3.0829566
0.38237423;0.75917226;5.841745;8.74695;27.627436;59.841618;5.901555;5.797216;99.98317;91.86924;6.8303485;52.041996;0.23752053;1.0108188;1.451738;1.672522;1.9709382;3.9554715
0.7100872;0.42402112;12.326794;18.345362;56.984642;57.106846;3.0053;13.186867;76.48675;36.200024;34.615086;13.383758;0.4524078;1.3180243;1.2260333;2.5039988;1.37033;3.6226962
0.24066678;0.61540264;12.979017;15.805831;72.6294;10.425852;14.75235;19.028868;31.243273;11.634029;14.820042;52.032215;0.27760825;1.7207887;1.9740069;0.36788118;1.0917028;1.5909941
0.9851097;0.9637781;14.689994;7.9780645;5.547034;13.2628355;7.0928764;15.299672;94.08508;50.59609;10.014999;18.43924;0.33480603;0.106449306;1.5236273;0.8812914;1.5784758;2.7267864
0.5752041;0.8964923;12.025586;7.51957;20.848486;66.87278;4.6353354;3.9210458;68.13896;47.088734;31.388878;50.528267;0.29131016;1.5709696;1.5927259;1.7287863;1.1086743;4.6116967
0.9174043;0.3865548;4.314869;13.910139;39.698246;4.1885004;5.7968473;16.64742;89.573715;62.90805;94.76913;65.97401;0.11605045;0.963956;1.9480821;2.5623562;1.2124755;4.4238772
0.5804489;0.78932047;18.558725;18.868956;88.09659;12.4747925;14.196798;11.699992;42.154057;58.459415;93.438194;70.65884;0.14913063;0.25886545;1.6968334;1.2122042;1.4201872;4.7903695
0.24826466;0.2832726;4.16562;13.774545;11.862796;76.61312;13.503848;9.693338;15.057711;20.678581;57.75155;27.679808;0.2592624;0.8765118;1.3010725;2.6005113;1.0171431;3.6790335
0.85777086;0.22139399;11.7395315;17.291113;74.63918;17.529835;2.9154859;4.4603386;68.49356;5.508156;48.903442;4.925063;0.10707883;0.72729456;1.1990217;0.380233;1.6682942;1.417969
0.718547;0.22253942;18.480055;19.359373;95.404655;50.078114;13.631724;11.254705;14.42977;97.06528;37.485756;45.015167;0.49315923;0.14420019;1.9126118;1.9515493;1.7696232;2.1395543
0.82540566;0.3361972;18.346422;7.27005;8.689032;10.751832;12.71482;15.036722;87.137726;41.808056;98.73911;13.689223;0.38458988;1.1910019;1.3773305;1.6281867;1.6805336;3.5260503
0.5425359;0.75595874;4.190223;11.2313385;33.967926;24.272787;16.204931;8.186079;64.536736;57.90895;22.859953;17.272688;0.38497013;1.268789;1.5343143;2.1044202;1.9264271;1.8765206
0.7103494;0.49064472;5.533451;12.573054;77.18722;88.05728;2.6541097;19.106478;44.819187;4.639456;33.70622;94.399704;0.12523034;1.127664;1.5165547;0.49240556;1.2073568;0.22366552
0.8849832;0.21275395;12.435161;5.1263566;93.58299;75.56709;6.173902;4.220427;13.727303;18.211565;64.49665;72.73765;0.3967956;1.1504434;1.4680966;2.196409;1.95216;1.1404551
0.70485234;0.9904181;7.406122;16.153427;25.426153;19.663551;16.267372;1.4102013;28.84078;49.740273;73.88104;6.4870915;0.24123114;0.8070349;1.6669312;0.15760502;1.0321478;1.4504663
0.4781389;0.6267027;14.886782;5.973404;64.54614;22.24131;9.35382;10.636202;28.985207;45.827312;1.9103248;37.037334;0.3600751;1.6372321;1.3241577;1.2844633;1.3829074;4.1506047
0.7300237;0.5151042;10.925682;14.430618;73.4248;47.904198;18.269564;4.246941;5.568058;25.500849;24.16615;7.139903;0.31341586;1.434333;1.1312242;1.1331124;1.4375957;0.78888094
0.7374833;0.61507994;6.0557113;10.95266;40.99836;63.596996;14.149193;13.198311;15.468897;80.46359;16.67852;73.77692;0.25751367;0.9430192;1.1089187;1.6981143;1.4018856;4.0228133
0.96846956;0.61597675;8.80972;16.89675;67.28328;58.6495;2.0303042;9.235124;61.2449;90.77696;10.065209;91.44435;0.4924542;0.92233104;1.6947248;2.0085878;1.8183078;1.6642076
0.49672985;0.5761893;14.13111;10.719546;55.363613;29.18076;9.57418;8.810037;4.7797174;29.780935;75.31675;97.942604;0.42174438;0.13161097;1.936104;2.0555267;1.694011;1.1379429
0.5400654;0.6903591;15.9176855;12.146679;93.78051;94.727356;6.642087;9.6419525;47.92029;69.38843;63.477863;15.3632965;0.26846793;0.8503945;1.1435795;1.4334474;1.4502873;2.0678492
0.84969836;0.90850127;8.021659;4.4403744;54.33339;83.67991;15.457475;3.3009832;59.96025;16.865791;67.41012;73.206215;0.45519075;0.658628;1.1197556;1.9975967;1.611956;4.0037456
0.60460985;0.44137096;2.9947224;16.355549;52.144783;65.50972;3.8481033;6.219404;25.412476;11.310065;25.423656;10.558146;0.25046894;1.0607283;1.272289;1.7907321;1.0383761;3.8673058
0.7892585;0.5895749;7.712263;8.640363;67.26025;90.88753;17.769659;9.50629;99.51714;18.718254;99.55383;90.563095;0.1589892;1.2422453;1.3778149;1.446566;1.169761;2.9450665
0.56776756;0.20291519;12.978944;12.015145;16.077456;30.1073;14.864365;15.520396;46.306393;15.661793;94.87853;13.50095;0.17013448;0.69192034;1.8194817;1.170082;1.2336274;0.97572654
0.3723961;0.8878514;15.436811;17.075117;53.564873;30.677433;12.131512;17.808382;75.64405;49.38074;43.67295;2.3982902;0.29907352;0.53596336;1.7251177;2.962893;1.7147405;3.938634
0.7961631;0.4447231;17.713526;10.108394;6.0179677;31.592087;11.663149;6.155176;23.026272;21.730963;17.043274;20.361706;0.19242905;1.2261413;1.4193268;0.9926798;1.6396315;3.6931698
0.30492413;0.41703752;19.276896;6.214828;63.075375;16.879915;19.085983;3.9871392;4.3793545;26.355148;25.168566;14.0553055;0.21822013;0.33896163;1.5129441;2.222666;1.4824382;2.392599
0.35886693;0.9980297;11.0579195;6.0427413;53.9317;14.853829;17.410038;7.9445596;8.246036;23.079258;53.963528;14.091387;0.28787407;1.6828103;1.9551404;2.3386946;1.7525799;0.96417093
0.70146;0.6675143;17.723942;11.760194;84.10062;91.01706;18.517225;8.00048;29.953604;64.58931;73.54166;76.48199;0.12759233;0.8664398;1.6033529;0.9335231;1.6838574;0.8876698
0.79781586;0.2984346;5.979482;6.532877;79.97261;85.91658;16.622383;9.614257;31.098906;92.28406;8.532891;64.95594;0.31961834;0.95735466;1.3669323;2.9501038;1.7632445;0.5743226
0.9157503;0.41241997;11.633383;7.4324484;43.821964;55.341595;7.6632853;12.629948;19.985826;28.472265;85.351456;3.5948572;0.25896126;1.1230143;1.516499;1.086716;1.2673173;2.740827
0.41806918;0.48258126;11.248314;5.461298;66.24034;66.40105;4.225394;9.035531;34.137974;25.205877;23.437151;39.480373;0.24093266;1.3748212;1.8725815;0.71267587;1.4209976;1.4773433
0.2885794;0.98884803;15.605188;9.47945;31.028181;24.61213;6.6640425;5.8258424;13.040477;13.260695;85.63235;50.00641;0.16936205;0.30721033;1.1894937;2.963532;1.269506;3.1925766
0.9648373;0.5444974;15.689334;9.855561;39.39594;3.2634745;19.271206;2.5406883;88.74756;98.51249;56.696373;40.441128;0.4758866;1.0451306;1.439528;1.9301791;1.853374;2.4072502
0.32353848;0.3841072;6.4215164;10.99249;8.724427;44.717052;19.308554;16.268002;31.133686;82.56845;53.69747;17.24404;0.12583996;0.81539875;1.4533143;2.2358375;1.1848918;2.630701
0.35813358;0.6557848;17.831367;12.264237;10.969673;67.28449;4.870998;15.039537;73.39259;37.179825;20.698288;75.838165;0.41094106;1.5179136;1.1070068;2.6899664;1.0500836;3.9481812
0.43306357;0.5238077;17.938366;12.170195;82.05578;68.30625;5.299749;17.253721;91.51443;3.1628494;60.00582;38.30235;0.40558088;0.53558075;1.8634974;0.99617785;1.9246624;4.742734
0.6235131;0.24396831;19.016588;7.977786;97.22244;60.822536;13.500762;4.594905;93.65744;53.40135;49.179775;5.8402452;0.4044182;0.12299354;1.498591;2.2487235;1.2947749;0.9222281
0.90626043;0.8887357;9.695242;18.112902;49.432915;92.61186;11.516468;17.15111;57.03832;20.227818;59.473896;90.42193;0.24497712;0.36614862;1.215259;0.8754593;1.5091238;4.5892572
0.8084368;0.21255003;19.760872;10.721474;13.668456;21.72326;11.72364;18.165886;33.30388;2.38526;93.05253;44.839615;0.41837037;0.48406073;1.499699;0.57399863;1.7193065;0.12884876
0.76652604;0.9187869;15.913315;16.810207;9.7455;27.098675;18.233795;17.062147;90.715416;39.834305;20.840296;39.61343;0.33561775;1.648157;1.0743058;0.119689964;1.8120763;3.240709
0.34014446;0.833487;13.410561;11.590195;5.495265;8.883127;11.583877;1.7281474;97.26746;66.47231;77.58169;62.416103;0.17423971;0.8093676;1.222301;0.9724227;1.9176451;4.2518344
0.4861461;0.26065856;9.212901;8.041651;87.999214;93.70529;12.026158;7.5785174;75.51209;78.74594;59.899605;24.678732;0.3293319;1.1945926;1.035101;2.999455;1.1514214;4.6305566
0.5827239;0.7788889;17.006193;15.034312;44.777668;46.011253;13.565214;19.383488;58.2801;26.585266;98.55732;43.71011;0.26655075;1.0427097;1.0612411;2.0411582;1.601204;0.20942628
0.31794077;0.8167533;15.518614;4.3622417;88.15648;40.766834;10.7000475;11.234759;17.460983;48.913803;29.605947;53.119003;0.3539418;1.0630106;1.480359;2.640843;1.9039328;1.875921
0.41874376;0.68184566;12.1256075;19.423925;36.919956;98.57882;12.05036;15.621334;63.05487;73.0545;88.41249;34.012115;0.3614614;0.8485854;1.7925969;0.466726;1.8041167;3.879108
0.44666657;0.6621366;19.945772;11.873749;59.21808;43.347;15.188534;6.870805;24.282452;98.97025;21.561338;76.49854;0.3374909;1.6712849;1.2728193;0.78492665;1.4314497;0.51297283
0.30182096;0.23974963;5.739766;2.9791477;67.710014;34.14938;18.390343;9.49664;18.656038;92.233406;67.383644;5.345282;0.36589953;1.7645757;1.7322989;1.0896987;1.6918218;3.5702622
0.64019173;0.2475971;13.193328;9.005807;5.953361;21.659636;18.709764;8.282783;40.658882;32.053253;67.54444;46.22593;0.18090314;1.4523083;1.2835253;2.0331755;1.7434431;2.6961303
0.7640225;0.7818309;7.101416;14.538227;68.47785;44.549194;13.690012;16.130594;40.580044;41.849472;46.899406;36.048035;0.35516158;0.8392815;1.7387221;0.61934525;1.6720834;1.5342883
0.2559453;0.28445214;9.699021;2.2940845;80.171875;68.88012;6.105363;3.8375547;51.28533;92.85546;41.348995;99.88062;0.3879475;1.622933;1.8212327;1.048765;1.4167448;2.2381203
0.5848985;0.3934753;7.4399834;5.966229;3.1858962;91.49546;17.474527;9.740878;39.10967;56.768993;96.55356;84.23199;0.44623965;1.4274185;1.0502152;2.4031382;1.1048964;0.5919058
0.82576895;0.5990693;7.356549;18.563108;6.82336;19.934803;14.185764;17.855196;4.7636414;2.0943475;73.26691;85.815445;0.46119136;0.43753612;1.7711295;2.3661246;1.3834205;1.5622278
0.7983921;0.33133093;8.159696;7.7678566;52.68676;69.54062;7.9857655;17.421324;48.679466;71.93398;76.34921;41.474586;0.49407104;1.9250833;1.805867;0.6311;1.4188215;1.2124248
0.8520585;0.8318716;2.076912;4.02409;97.1669;1.6564903;12.921013;16.47817;30.788095;46.870846;77.55656;16.044338;0.30756322;0.57082874;1.8925027;0.986575;1.6354073;3.5562696
0.5585925;0.84590244;1.7573606;2.8692713;97.35125;80.28751;9.030707;3.0092742;59.505165;76.273;29.95781;83.5986;0.39804035;0.11686283;1.1944808;0.98455536;1.7762816;4.694305
0.85644567;0.87371457;14.773523;12.762191;11.848287;28.734375;16.835648;12.025931;42.49266;91.48207;17.811941;59.41654;0.4634048;1.1828438;1.8454144;1.0365918;1.1904907;4.119473
0.39260244;0.2396545;6.9072623;11.604529;76.32716;4.8829107;7.3962607;7.126573;41.063465;37.69369;17.709463;56.3094;0.48721653;0.90140367;1.237751;1.5997024;1.8502173;2.4570246
0.48864844;0.54229856;1.4030776;13.307091;79.538574;40.029762;9.353727;19.453148;85.73285;47.011806;61.13852;97.912926;0.31479445;0.42058328;1.5888566;1.8318665;1.637016;1.5124614
0.34108445;0.87753415;2.548142;19.202698;87.81857;89.35945;16.066006;11.974611;74.37353;44.506924;45.605495;23.769585;0.2630097;0.20776421;1.1617105;1.5343802;1.2188946;1.1283765
0.5739876;0.49057552;4.7211356;2.142247;5.3082967;24.050287;4.808138;18.122456;79.386185;39.22091;33.68821;79.125786;0.20755236;0.72135806;1.7322203;0.122156605;1.0367924;0.77187407
0.51364803;0.7566563;1.9160329;4.755749;97.27092;29.442848;11.716016;4.4214926;63.801193;48.81841;17.168575;1.8152883;0.37080774;0.39208338;1.2598805;0.5317269;1.0455099;0.5309749
0.39274168;0.67139673;18.976797;5.4426622;82.34915;17.609148;9.528268;16.711428;88.125336;62.54438;24.933226;7.6563916;0.22848079;1.5040787;1.1598977;0.2800597;1.4647783;4.00954
