[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-]
212;720;0.044660006;0.18558791;0.22185716;6.9452324;2500;1.5463887;1.157038;1.959798;1.2447286;1.5613976;1.1525903;1.5679656;0.8417424;1.6657932;1.2565473;1.2303045;0.7449426;1.8986821;0.77037495;0.3092027145169138
182;666;0.05992744;0.09783683;0.16362926;12.308723;2500;0.8626333;0.93593276;1.8185239;0.72144973;1.2666788;0.9993247;1.7243865;0.72673243;1.8862897;0.9272791;1.1711031;1.2722421;1.3791046;1.0927238;0.24884088837156723
70;691;0.11643506;0.14995562;0.15878649;7.537817;2500;1.6741697;0.89287853;1.2259208;0.8703142;1.6902463;1.024022;1.1671131;0.94018424;1.3983157;1.0430441;1.2428445;0.9300769;1.5766917;0.8144092;0.20459320344406087
173;573;0.055013984;0.19882673;0.16340372;15.05402;2500;1.9552792;0.9252652;1.3696252;0.7575259;1.5418257;0.7236492;1.7912089;1.0179665;1.5621662;0.8706205;1.979048;0.7086422;1.5295057;0.76114833;0.18923809322962779
265;893;0.10675811;0.12263696;0.19008334;6.9163494;2500;1.7438402;1.0144938;1.798906;0.93017983;1.5668824;1.264501;0.87728095;0.72089833;1.1716269;1.0398327;1.6196083;1.2954831;1.7039142;0.90132326;0.28605478832246767
203;1190;0.08950046;0.13494566;0.15742509;9.384428;2500;1.6660798;1.0639304;1.8778185;1.1446397;1.246348;0.73145616;1.5765572;0.8723866;1.158273;0.7907945;1.0070502;1.031566;0.867812;0.79320437;0.21055506814846928
146;338;0.09932595;0.10122866;0.25573552;2.591739;2500;1.0383388;1.1022096;1.2332207;0.94097203;1.936653;0.7766119;1.6508799;1.0750664;0.8241768;1.1076967;0.8763723;1.2885615;1.1420945;1.2599392;0.4476750479141274
103;394;0.036140546;0.16522004;0.13579185;18.497896;2500;1.2867402;0.7577066;1.5540624;1.0351205;0.9420453;0.75947773;1.579015;0.94345367;1.895094;1.2992909;1.8998418;0.86340547;1.0509076;1.1270556;0.1532655649535925
34;394;0.045615826;0.11465406;0.12838785;18.214577;2500;0.98683;0.7986607;1.014626;0.947954;1.8698434;0.82218534;0.81577843;1.0607924;1.653597;0.8892209;1.8244785;0.9528226;1.3884991;0.7953499;0.1646358483761858
80;918;0.09010167;0.16290535;0.12089443;16.27976;2500;1.7144997;0.9604864;0.8021664;0.71982354;1.7979093;0.9581561;1.4474151;1.1605246;1.4999735;0.7559901;1.2594813;0.7109314;1.3144158;1.2788973;0.12722780638174805
13;424;0.06350829;0.09323766;0.18207213;17.588793;2500;1.690631;1.2184724;1.2264514;0.73818433;1.0798975;0.7281621;1.5575011;0.8991376;0.8819553;0.70817083;1.1867831;1.1892936;0.85072184;0.94128776;0.2923702131141295
296;815;0.069814876;0.08039795;0.122575074;12.452072;2500;0.9478367;1.1576124;1.905415;0.72695184;0.80625093;0.8937821;1.5214376;1.040693;1.0190293;1.0584121;1.3076992;0.9239066;0.9816898;0.7878759;0.17508553232589413
74;540;0.07059767;0.08404949;0.1050117;2.6238022;2500;1.6942662;0.8120107;1.5868851;1.1858152;1.8386892;1.1556653;1.4457275;1.2897758;1.4281105;1.1749934;1.4468026;1.0507796;1.0477132;1.08292;0.13625574159170412
246;733;0.03510133;0.14541578;0.15888108;2.341234;2500;1.4853345;0.87246084;1.8736255;0.7500004;1.0582738;1.1100022;1.6103427;1.0990037;1.9621425;0.7560554;0.96585464;1.218881;1.226968;0.7442138;0.20732934679008935
58;996;0.06335468;0.17217468;0.29600596;15.935526;2500;1.976871;0.9271867;1.2306033;0.8993692;0.9537426;0.73447156;1.9265052;1.2396253;1.8390893;1.00702;1.005523;1.054301;1.1042883;1.1204528;0.4730950073030239
92;621;0.09767248;0.1545014;0.102183424;10.824581;2500;1.9875132;1.2159437;0.8568204;1.0338613;1.7293139;1.1886786;1.7432775;1.13796;1.1263149;1.0639927;0.93717766;0.75703174;1.0168074;1.0747337;0.09755875200004867
131;575;0.032590114;0.18052064;0.112773724;6.2630816;2500;0.8968905;1.2869929;1.2307302;1.0212764;1.5504125;0.93043834;0.88912946;1.268181;0.9578195;1.1539701;0.8419739;0.87756664;0.97540385;0.9282867;0.106685286594419
104;327;0.10221352;0.10908229;0.21662705;1.7118646;2500;1.8041825;0.7458035;1.3144351;1.0691901;1.5506492;1.192355;1.1408157;1.0780771;1.2626709;1.1073984;1.2242863;1.1039493;1.5597878;0.71918833;0.35395064382162017
241;623;0.09431887;0.14219901;0.19957578;19.69684;2500;0.99262804;0.99211025;1.6062117;1.0154048;1.0997685;0.94539243;0.9256471;1.2993736;1.6423824;1.2132628;1.1474518;0.8544457;0.8226368;0.9794773;0.29188749301850553
287;322;0.10336347;0.13616066;0.12086234;2.8372169;2500;1.4598444;0.9174889;1.9603561;0.99593866;1.9504465;1.2530727;1.067243;0.703719;0.8366571;1.2319399;1.1685317;1.0743608;1.4214506;1.2341914;0.1387916187010845
263;1013;0.12812893;0.14862071;0.27894497;7.9210324;2500;1.4061582;0.893046;1.1726927;1.1021296;1.8581489;1.2204366;1.0818704;1.2907472;1.1941326;0.8567095;1.3419814;0.9644523;1.2675589;0.97250485;0.45560810620759185
54;472;0.04670893;0.22615431;0.23488632;13.923806;2500;1.1286521;0.9994429;1.708419;0.8751511;0.907247;0.8865926;1.596519;1.2920096;1.242388;0.878688;1.7519146;0.9292872;1.6099929;1.2728771;0.311607654979769
235;163;0.07353891;0.19999003;0.19893694;12.838856;2500;1.6665305;1.1312146;1.8639117;0.9737556;1.9486516;1.0617067;1.9840385;0.78073406;1.9008255;0.7389304;1.3706645;1.1306485;1.6812092;0.8750329;0.2557728035474557
52;295;0.0997701;0.17685583;0.20874639;3.401185;2500;1.4430215;1.05429;1.0976391;0.9591483;1.2006491;0.9653018;1.142618;1.253926;1.081069;1.2853335;1.7997406;1.1652775;1.4150875;0.7604889;0.2881693268820453
274;646;0.12096272;0.16101187;0.2592345;12.788598;2500;1.5465171;0.95461303;1.7366475;0.9128056;1.9568703;0.9734018;1.3996747;0.8001717;1.2086312;1.115881;1.5683258;0.7967157;1.3743101;0.85661227;0.403423119580959
160;1100;0.092199594;0.14109792;0.11961603;7.3916235;2500;1.6293539;1.1333491;1.945282;1.2980881;1.3171476;0.96453345;1.6497984;1.2822063;1.0199857;1.2780354;1.4899527;1.199273;0.8198241;1.1524488;0.13417521721170156
107;367;0.035559252;0.20371582;0.2866334;4.2414994;2500;1.2853748;0.94689274;1.7328131;1.2417827;1.33139;1.0874808;1.1166221;0.97002107;1.7212087;0.7104462;1.9984683;1.2275898;1.4840813;1.0966296;0.4298913940975945
55;324;0.09282167;0.16626222;0.122526914;12.724351;2500;0.84974146;1.0910133;1.2768244;1.1051562;1.0323807;0.9458863;0.8317178;1.0623518;1.475021;0.9457266;1.5775625;0.84031725;1.7386694;0.79214656;0.12880572897249237
13;493;0.03913947;0.14071167;0.1917096;18.108513;2500;1.1092397;0.8007568;1.4997154;1.1438241;1.0701541;1.0901576;1.0554693;0.91937494;1.2369858;1.2947915;0.93416524;1.1250184;1.8303987;0.93819904;0.2766307380386787
81;1161;0.05358838;0.15048078;0.14951642;15.278943;2500;1.0107458;0.9037353;1.6946177;1.2235333;1.0798814;0.88030523;0.82539266;1.2656364;1.2548065;1.0423615;1.0278177;0.9142706;1.8737706;1.0503364;0.18626284996449993
275;1015;0.1427868;0.14411114;0.23304248;4.0869246;2500;1.7040137;1.0411953;1.7695222;0.91520935;1.5733844;1.2382976;1.6977398;1.0573401;0.817248;1.1330951;0.9880926;1.2411262;1.7865502;1.0478721;0.3607545314102067
241;188;0.03719096;0.19122341;0.267966;4.308239;2500;1.099557;1.2507415;1.6501532;1.0178388;1.5822424;1.247589;1.0939853;1.2625415;1.7135184;1.2424825;1.427944;1.1839824;1.1351146;1.2341471;0.3998161990717294
291;740;0.022363983;0.13540415;0.22333431;9.917306;2500;1.2382816;0.7115583;1.9732555;0.9122698;1.354844;1.112997;1.6270901;0.8198014;1.5805504;0.90097165;0.919141;1.2102786;1.4589164;0.9576986;0.34681990222022696
39;952;0.05558799;0.15524597;0.14479557;1.401473;2500;1.335313;1.1361119;1.8339499;1.2351801;1.2640215;1.0469946;0.82882255;0.9786522;0.86645067;0.898395;1.8608145;0.7688677;1.3394325;0.86693573;0.174780410953745
181;923;0.077596076;0.09652231;0.25587577;1.3941542;2500;1.8023092;0.9903535;1.0581023;1.0646374;1.4275327;1.0836973;1.8483815;1.1110798;0.86385953;1.2343373;1.2702341;1.2237241;0.91628075;0.90254414;0.4527035213831959
84;591;0.03354436;0.16989867;0.28853235;5.7863503;2500;1.8133817;1.1468393;1.9993403;1.0367719;1.3099979;0.92859155;0.8095712;0.85586464;1.626612;1.1025146;0.9240139;0.8464589;1.972476;1.1025934;0.45891153496432036
167;880;0.030586151;0.20116024;0.13219757;3.027318;2500;1.0638993;0.76890343;1.6451699;0.9708583;0.97197986;0.9519968;1.389108;1.1307218;1.6999078;0.93803775;0.8654166;1.2196376;1.9462683;1.2052495;0.1327152530891847
102;704;0.06040253;0.16536793;0.15070213;11.387642;2500;1.2900193;1.0550405;1.8957928;1.0434881;1.9672899;1.0055276;1.7037315;0.7408275;0.9191246;0.7473173;1.411444;0.9804932;1.5215034;1.0803792;0.18101627678426394
92;249;0.078902274;0.14466809;0.2059196;1.8253545;2500;1.0933301;0.95305914;1.3968421;0.87400633;1.5718324;0.88414484;1.186168;0.7012854;1.7068021;1.1177628;1.2522045;1.2045665;1.6344559;1.0325437;0.3033448689487449
176;76;0.024726847;0.12802398;0.24795449;5.6270685;2500;1.971233;0.88692206;1.8722117;1.0087891;1.0326916;0.86609113;1.895871;0.7015466;1.6705956;1.1610739;1.6711969;1.1887746;1.6550274;1.2702293;0.40582715254324925
63;449;0.09143949;0.12532625;0.12539726;2.105866;2500;1.4397719;0.71949196;1.9816399;0.8236358;1.0860883;1.0173787;1.3198634;1.1016098;1.5101128;0.7410895;0.99068135;0.72739255;1.3437768;0.84008336;0.15286122037891325
146;83;0.06765946;0.0866851;0.11013017;11.078787;2500;0.80096453;1.015257;1.7869233;0.8449595;1.8709679;1.095384;1.7505244;1.096574;0.91871274;0.96857953;1.0966252;1.0399468;1.1882725;1.1008999;0.1449833409020557
198;480;0.06512339;0.14560573;0.21339175;7.6997123;2500;0.9087492;0.905129;1.7574267;0.8084686;1.0287508;0.9948247;1.9370652;0.7049453;1.0032269;0.87140656;1.2899035;1.070777;1.830409;0.9390883;0.3182582538024406
47;996;0.027715437;0.21933456;0.25944528;2.5775545;2500;1.8271905;1.253204;1.059193;0.81759495;1.5671107;0.8264899;1.7671274;0.9573164;1.4447523;1.1282922;1.7938137;0.9071129;1.5039121;1.1961564;0.36419405836417024
279;1014;0.051753476;0.11713218;0.1595258;7.7329555;2500;1.2776723;1.1506498;0.9622469;0.9863329;1.5258172;0.9250671;0.86811465;1.0492458;1.471836;1.2797897;1.322693;1.2571352;1.2702035;1.2202008;0.22618840792263434
156;50;0.05338391;0.234132;0.21659693;1.0123259;2500;1.8864177;0.7522173;1.7233605;0.7352212;1.4123985;1.1235273;0.98923856;0.880822;1.2448113;0.82992667;1.0144446;0.74635726;0.9657297;0.9370437;0.27224657142056224
247;92;0.06809965;0.17647707;0.26069033;16.683622;2500;1.5958933;0.88599086;1.6477412;0.89898556;0.9233328;1.1702993;1.7821552;1.1034256;1.6174741;0.8141577;0.86085546;1.2251036;1.1872196;1.0349913;0.3950506540780139
199;807;0.07376728;0.10887251;0.10576443;7.9108233;2500;1.4398919;0.85584104;1.5492059;0.98750335;1.9384884;1.1549568;1.9867164;1.0491121;1.2008336;0.77143586;1.5154636;0.9728313;1.0276209;0.94746333;0.12357236737010563
215;604;0.025463196;0.18364996;0.16723281;13.652036;2500;1.7779512;1.1104262;1.3357832;0.7897086;0.89322996;1.098304;1.0174459;0.7861567;0.8374112;1.2369778;1.0839038;0.8325724;1.1879566;0.9457697;0.20339893306269036
217;187;0.016463615;0.14807247;0.16063944;14.466506;2500;1.6764301;1.0450981;0.87793046;0.913288;1.7107176;0.83975077;1.325205;1.0236027;1.6788156;1.0704083;1.4980421;1.1302485;1.8539723;0.92448443;0.20929145674867197
263;968;0.023514554;0.12979494;0.24461155;11.543405;2500;1.4982052;0.9153929;1.4849857;1.0274346;1.6111805;0.94430894;1.8602984;1.1926296;1.5791719;1.0127406;1.753405;1.0186014;1.7494047;1.0571752;0.3970660346211046
187;267;0.033953205;0.25342605;0.23324381;12.188015;2500;0.9019647;0.8330751;1.4388099;1.2434006;1.2330271;1.0340879;1.487597;1.1708788;0.86905456;1.0260954;1.7466079;0.790095;1.2444593;1.0055916;0.29435125767791886
90;102;0.051302854;0.19997475;0.26536146;9.143775;2500;1.7629746;0.96429056;1.6608341;0.89355767;1.9218701;1.2757951;1.7407196;0.76235276;1.5829604;0.9864966;1.8239933;0.9027656;1.4240426;1.1886556;0.38851023345466806
38;901;0.06986193;0.197085;0.20972885;8.741506;2500;1.7976046;0.8505519;0.90712076;0.7030457;1.0353731;0.8079463;1.1270018;1.2822654;1.2873808;1.2580216;1.6274407;0.88952154;1.2671456;1.232979;0.2783685144021536
185;733;0.10022191;0.14310403;0.145578;6.813066;2500;1.8725065;0.8136907;1.283115;1.1046348;1.7303939;1.061252;1.4165406;0.93532073;1.503165;1.1291096;1.9808732;1.0014865;1.323902;1.1105772;0.18254224228009192
29;479;0.032071095;0.25394374;0.18662074;2.3535128;2500;0.92199486;1.1894158;1.3046978;1.2753465;1.8622904;0.9421543;1.0693439;0.8856875;1.0126485;1.1272341;1.5349108;0.8993121;1.8638691;1.0607194;0.20828347482019244
79;834;0.068365715;0.2160221;0.17921008;7.6398435;2500;1.9665798;1.2810155;1.3573437;1.2930918;1.0930365;0.95078015;1.9024361;1.1179038;1.7137556;0.74666786;1.7348473;0.9042977;0.99248505;0.8614933;0.21073474649178386
27;1094;0.07488233;0.08384146;0.23354962;9.787798;2500;1.3250021;1.152999;0.8409489;0.97777957;1.7668504;1.1506437;0.9351194;1.122855;1.2619075;1.2937508;1.8070557;0.71790385;1.097007;0.8746481;0.4155055872717977
169;50;0.058977265;0.11944323;0.29078463;3.5409303;2500;1.061413;0.7374612;1.502341;0.8055965;1.1380501;1.096169;1.8640833;1.1750975;1.8572192;0.9995659;1.083718;1.2276931;1.8152838;0.9370102;0.5080156748729735
56;756;0.09017613;0.119192354;0.19154061;18.252827;2500;1.6529185;1.2631011;1.0315053;1.1042645;1.1389016;1.0185008;1.2918154;1.0139712;1.3454316;0.7112284;1.248706;0.7373;1.6883516;1.0749357;0.2917254963438754
187;269;0.059022486;0.14214094;0.22776873;1.1592023;2500;1.7294105;0.97216636;1.8946389;1.1844254;1.7521102;0.7373215;1.2166917;1.1912192;1.7286844;1.1765231;1.6918914;0.96737045;1.8493687;1.0024457;0.3510714736042784
239;574;0.03178441;0.19705147;0.13553898;5.251899;2500;0.8006529;0.85928804;1.5582993;1.0338193;1.2652556;0.75490934;1.8922536;1.0349703;1.4874163;1.1285933;1.7927835;1.1335828;1.6344621;1.2727907;0.13997947658689605
248;514;0.033203837;0.15677594;0.21487896;13.916376;2500;1.1900979;1.1630664;1.7972622;0.9109004;1.4204171;1.0135577;0.80831385;0.8166074;1.7749172;1.1157906;1.296439;0.89123094;1.5889798;1.2353952;0.31356287698745705
99;474;0.10871921;0.16089967;0.24568263;16.645927;2500;1.3620343;0.7022548;1.3901724;0.9002939;1.4214697;1.2059253;1.7336036;0.8043687;1.2759191;0.9348013;1.4019632;1.1936498;1.3989453;1.1002784;0.37488145582658816
169;236;0.067347385;0.08377669;0.2527491;10.001159;2500;1.8188964;0.71823853;1.2451075;0.96489215;1.9242553;0.99898064;1.75392;0.722948;1.5791512;1.0114748;1.7894222;1.2043332;1.2047096;1.250035;0.4589567586106431
173;965;0.07712913;0.19159783;0.2947251;12.183575;2500;0.8239055;1.1551638;1.1097726;0.8224186;1.8028276;1.0384513;1.0654258;1.0683516;1.9575135;1.1273631;1.7962542;0.96000606;1.9507521;0.72285926;0.45548491930131507
147;461;0.062071018;0.14693452;0.29751268;6.187036;2500;1.7020549;0.7962818;1.2754787;0.9549414;1.1071273;1.2962315;1.0416924;0.8729226;1.0667021;0.7015874;1.7769414;1.050805;1.0730449;1.2814654;0.497463461459347
199;1065;0.042223044;0.1085472;0.20309234;19.13237;2500;1.9176712;0.9833807;1.9049364;1.1939565;0.9868354;0.84630555;1.1814672;0.8188955;1.3745086;0.879213;1.1740465;1.2232872;1.2707537;1.2195299;0.3249945530634464
70;432;0.029741036;0.24731861;0.27211946;13.2391205;2500;1.9299121;1.0148714;1.9101955;1.0331477;0.8599742;1.016575;1.2272624;0.9474576;1.9010566;1.2188903;1.5199238;1.2622029;1.9872439;0.87414837;0.3729581666701918
293;1009;0.029992076;0.1870211;0.24742548;3.497855;2500;1.0701951;1.2962354;1.9272745;0.85310894;1.3156219;1.1590202;1.1460279;0.8704392;1.507455;0.8044999;1.928278;1.2108878;1.3143826;0.94233775;0.36027754941355183
38;657;0.12851505;0.13019393;0.20491979;14.992139;2500;1.5409269;0.89767474;1.7192048;1.1199449;1.928686;1.2711681;1.0251778;0.88451463;1.7733378;0.9122066;1.1505637;0.74014014;1.559912;0.79828817;0.3117335308264394
250;468;0.03291196;0.24885535;0.106013685;3.4276714;2500;1.3720443;0.8823073;1.0145562;0.9097811;1.4841729;1.1944298;1.0369478;0.86294645;1.4953033;0.7503696;1.4980954;0.87852705;1.8162577;0.86297554;0.07774517925946353
182;847;0.03717128;0.11797564;0.29540333;8.663826;2500;1.5394053;0.9842253;1.6611992;0.8122905;1.2888013;1.0189652;1.3589238;1.2702514;1.6374055;0.85824364;1.9888895;0.80835724;0.98241615;1.0978963;0.5197537107513104
81;946;0.07123791;0.118086405;0.2930453;10.333119;2500;1.4557601;0.9903582;1.2024344;0.73001856;1.5760796;1.0894731;1.5329398;0.9889996;0.9019797;0.97407776;1.1069121;1.2753466;0.86725754;0.86812115;0.5143808743284437
226;584;0.045303766;0.12252998;0.20362851;14.72584;2500;1.885558;1.0290173;1.3102317;1.2200357;1.3362195;1.1862527;1.7307683;0.948925;1.4772339;1.2281208;1.8715045;0.905132;0.9669395;1.2843701;0.3148496529239429
34;516;0.08120865;0.083492875;0.16888732;19.930223;2500;1.6791902;1.2269707;1.3537291;1.0372925;1.4154742;0.9142972;1.6274316;1.1231835;1.1661234;1.1097714;1.2068392;0.9800511;1.8977683;0.9637635;0.27208698938334214
234;697;0.03300648;0.25883967;0.12235695;8.058268;2500;1.4552339;1.1254151;1.1072316;0.7178699;1.6305354;1.1779338;1.5597913;0.8388998;1.5634652;1.0433047;0.90558255;0.79227275;1.8281773;0.941972;0.09985343792506331
181;706;0.121828154;0.14900725;0.111026585;13.838997;2500;1.9968306;1.2171472;1.0499127;0.9967727;1.8651137;1.0260499;1.1171238;1.0517993;1.2729566;1.150953;1.3017538;0.8909903;1.2783788;0.7366824;0.11515138749494873
42;516;0.03150421;0.17320456;0.26068118;13.775503;2500;1.926488;0.9319295;0.9243659;0.87105185;1.3628438;0.8933472;0.96765584;1.062723;1.5739985;1.0492125;0.99424005;0.9875392;1.7347397;1.1302428;0.39739704186506647
33;911;0.04604509;0.20704886;0.18188794;4.499596;2500;0.97966474;1.1626133;1.3294057;0.85669786;1.2176807;0.96562815;1.0258081;1.0514789;0.96598166;0.75273967;1.9963725;0.86981845;1.0315187;0.79236615;0.21981131254624695
227;485;0.089634694;0.1982821;0.21256617;13.214124;2500;1.5629455;1.2766638;1.5102898;1.2543902;1.9140422;1.2514545;1.8098662;0.72568053;1.308896;1.0529331;0.84309393;1.2233778;1.2138703;0.76599365;0.28327497989612277
94;549;0.08214522;0.1009768;0.16029537;17.708946;2500;1.9230078;0.747263;1.8588444;1.2740797;1.8407182;1.0500959;1.4444814;0.9826537;1.3343616;1.1715539;1.7278275;0.7893585;1.6912813;1.2644775;0.23934630437092527
267;730;0.0404087;0.11171392;0.22279912;11.558953;2500;1.8140366;0.9610678;0.8211531;1.1433356;1.7961985;1.2532538;1.4629723;0.76537466;1.1861196;1.1775596;1.8028353;1.2522315;1.1306635;0.7071922;0.36512416003812576
231;1184;0.05949226;0.21412401;0.25175384;10.115756;2500;1.8728486;1.0578245;0.85442454;0.8489236;1.0218719;1.2621291;1.9555898;1.2242806;1.512378;0.81114256;1.1578656;1.246593;1.0815924;1.0385537;0.351912930984226
212;320;0.06735806;0.1910467;0.27857852;13.303444;2500;1.5400503;1.0514314;1.6921195;0.75944257;1.7600409;1.0961525;0.8135181;1.0115156;1.8889457;1.0802459;1.883737;0.9038844;1.800903;0.9089849;0.4220239045918733
90;286;0.023971612;0.15006697;0.19921687;16.33012;2500;0.8937148;1.0078509;1.7485011;0.73273426;1.412611;0.73787016;1.810561;1.2727747;1.2802356;0.81407285;1.4919097;1.1935422;1.3848652;1.0982658;0.28581103789890816
215;220;0.09726503;0.12618186;0.16003698;5.2802525;2500;0.8204204;1.1934459;0.84126896;0.72900724;1.0020508;1.254363;1.9745936;1.2999059;1.7852846;0.7555639;1.8900706;1.2489309;1.0114101;1.0630332;0.22127149239384142
284;830;0.081129305;0.09293578;0.115361184;4.0989656;2500;1.161955;0.8262617;1.713978;1.2836177;1.902825;1.1503773;1.0321755;1.0374622;1.6261202;0.7423923;0.90263397;1.2492093;0.94863135;1.1820923;0.15163567550893656
36;544;0.08901955;0.15137252;0.27080265;13.373477;2500;1.5395852;1.2793661;1.4711063;0.8046761;0.8616674;0.9469575;1.3251371;1.1678406;1.6972682;1.0186453;1.2282907;1.0053593;1.0404911;0.77520263;0.43574710096977576
104;472;0.06867101;0.17846449;0.27071354;1.6570897;2500;1.9105712;1.1852238;1.1834252;1.1386572;1.2224596;0.97308767;1.5866711;1.1007336;1.1418939;0.74081904;1.0183023;0.95706487;1.2178866;0.8866644;0.4146274797556553
78;252;0.06619479;0.12530762;0.17067678;16.680176;2500;1.2730696;0.87581146;1.5833379;0.88820755;1.8543882;0.7154318;1.941493;0.97101635;0.9230133;0.7058027;1.3486977;0.9775043;1.2767512;0.96466154;0.24366174466379936
124;1070;0.08567965;0.18144593;0.14145207;6.739402;2500;1.5521789;0.7195636;1.1684446;1.1588345;1.9353108;1.222908;1.6855772;0.84589815;1.8391445;0.99711156;1.3666799;0.9002184;1.2295998;1.1880249;0.15662924664586717
225;537;0.026662236;0.19437723;0.23467804;3.1086159;2500;1.440333;1.1325777;1.328341;1.18985;1.9670117;1.2558692;1.3103611;0.7773875;1.5783294;1.2237113;1.1668098;1.0054953;1.2776994;1.0224732;0.3296291900108701
147;733;0.06597681;0.1899769;0.2513319;15.528789;2500;1.0832063;0.71586025;1.3850034;0.85787904;1.194606;0.7664393;1.4808991;0.7467516;1.7669199;1.2048018;1.6575027;1.1897035;1.8492208;0.8532842;0.3663373272136503
175;143;0.08922167;0.15675001;0.2443644;5.23495;2500;1.1763908;0.9919811;1.1526912;0.9028298;1.6001894;1.1575332;1.2483189;0.9446051;1.381429;0.9734999;1.8805772;1.11304;1.2690902;0.99991274;0.37517563078838
